,date,time,humidity,weather,temperature
27013,2015-11-01,01:00:00,75.0,broken clouds,295.935187718
27014,2015-11-01,02:00:00,82.0,mist,293.86
27015,2015-11-01,03:00:00,87.0,overcast clouds,293.104524422
27016,2015-11-01,04:00:00,93.0,light rain,292.28
27017,2015-11-01,05:00:00,77.0,overcast clouds,291.65
27018,2015-11-01,06:00:00,77.0,overcast clouds,291.647891984
27019,2015-11-01,07:00:00,93.0,broken clouds,291.44
27020,2015-11-01,08:00:00,92.0,light rain,291.345483412
27021,2015-11-01,09:00:00,88.0,broken clouds,291.29
27022,2015-11-01,10:00:00,87.0,broken clouds,290.505672316
27023,2015-11-01,11:00:00,87.0,broken clouds,289.65
27024,2015-11-01,12:00:00,89.0,scattered clouds,289.232387812
27025,2015-11-01,13:00:00,93.0,sky is clear,288.79
27026,2015-11-01,14:00:00,92.0,light rain,289.760629128
27027,2015-11-01,15:00:00,77.0,scattered clouds,290.39
27028,2015-11-01,16:00:00,71.0,scattered clouds,292.360916754
27029,2015-11-01,17:00:00,64.0,scattered clouds,295.43
27030,2015-11-01,18:00:00,55.0,scattered clouds,295.713617092
27031,2015-11-01,19:00:00,40.0,sky is clear,296.28
27032,2015-11-01,20:00:00,35.0,sky is clear,298.04
27033,2015-11-01,21:00:00,34.0,sky is clear,298.044192695
27034,2015-11-01,22:00:00,54.0,light rain,296.891200957
27035,2015-11-01,23:00:00,31.0,sky is clear,299.03
27036,2015-11-02,00:00:00,42.0,sky is clear,297.059439148
27037,2015-11-02,01:00:00,56.0,sky is clear,294.74
27038,2015-11-02,02:00:00,62.0,sky is clear,291.732615207
27039,2015-11-02,03:00:00,77.0,sky is clear,290.3
27040,2015-11-02,04:00:00,79.0,sky is clear,289.39818361
27041,2015-11-02,05:00:00,82.0,sky is clear,288.45
27042,2015-11-02,06:00:00,87.0,sky is clear,286.71
27043,2015-11-02,07:00:00,93.0,sky is clear,286.29
27044,2015-11-02,08:00:00,92.0,sky is clear,286.22387534
27045,2015-11-02,09:00:00,96.0,sky is clear,285.935915569
27046,2015-11-02,10:00:00,100.0,sky is clear,285.58
27047,2015-11-02,11:00:00,92.0,sky is clear,283.695980583
27048,2015-11-02,12:00:00,100.0,sky is clear,285.15
27049,2015-11-02,13:00:00,100.0,sky is clear,284.4
27050,2015-11-02,14:00:00,99.0,sky is clear,284.499182564
27051,2015-11-02,15:00:00,83.0,sky is clear,288.03886795
27052,2015-11-02,16:00:00,68.0,sky is clear,291.63
27053,2015-11-02,17:00:00,65.0,sky is clear,294.635893587
27054,2015-11-02,18:00:00,38.0,sky is clear,296.58
27055,2015-11-02,19:00:00,31.0,sky is clear,300.03
27056,2015-11-02,20:00:00,31.0,sky is clear,300.027048774
27057,2015-11-02,21:00:00,28.0,sky is clear,301.14
27058,2015-11-02,22:00:00,28.0,sky is clear,301.144720914
27059,2015-11-02,23:00:00,28.0,sky is clear,301.15
27060,2015-11-03,00:00:00,40.0,sky is clear,298.547746093
27061,2015-11-03,01:00:00,53.0,sky is clear,295.73
27062,2015-11-03,02:00:00,59.0,sky is clear,293.112726027
27063,2015-11-03,03:00:00,68.0,sky is clear,292.72
27064,2015-11-03,04:00:00,68.0,sky is clear,291.858743719
27065,2015-11-03,05:00:00,68.0,sky is clear,290.98
27066,2015-11-03,06:00:00,88.0,sky is clear,289.71
27067,2015-11-03,07:00:00,82.0,sky is clear,288.99
27068,2015-11-03,08:00:00,93.0,sky is clear,287.99
27069,2015-11-03,09:00:00,93.0,sky is clear,287.61919599
27070,2015-11-03,10:00:00,93.0,sky is clear,286.67
27071,2015-11-03,11:00:00,87.0,sky is clear,284.82758471
27072,2015-11-03,12:00:00,87.0,mist,286.43
27073,2015-11-03,13:00:00,89.0,broken clouds,286.837071547
27074,2015-11-03,14:00:00,93.0,mist,287.27
27075,2015-11-03,15:00:00,93.0,broken clouds,289.273904483
27076,2015-11-03,16:00:00,94.0,mist,291.39
27077,2015-11-03,17:00:00,73.0,few clouds,295.168657961
27078,2015-11-03,18:00:00,64.0,sky is clear,295.87
27079,2015-11-03,19:00:00,50.0,sky is clear,297.857785814
27080,2015-11-03,20:00:00,37.0,sky is clear,299.86
27081,2015-11-03,21:00:00,34.0,sky is clear,300.360126827
27082,2015-11-03,22:00:00,32.0,sky is clear,300.87
27083,2015-11-03,23:00:00,36.0,sky is clear,299.264071168
27084,2015-11-04,00:00:00,39.0,sky is clear,299.73
27085,2015-11-04,01:00:00,48.0,sky is clear,297.387436042
27086,2015-11-04,02:00:00,60.0,sky is clear,294.73
27087,2015-11-04,03:00:00,68.0,sky is clear,293.847306019
27088,2015-11-04,04:00:00,77.0,sky is clear,292.89
27089,2015-11-04,05:00:00,88.0,broken clouds,291.65
27090,2015-11-04,06:00:00,88.0,broken clouds,291.627326654
27091,2015-11-04,07:00:00,88.0,mist,291.15
27092,2015-11-04,08:00:00,91.0,scattered clouds,290.317941078
27093,2015-11-04,09:00:00,100.0,mist,291.03
27094,2015-11-04,10:00:00,93.0,mist,291.27
27095,2015-11-04,11:00:00,93.0,light rain,291.269890668
27096,2015-11-04,12:00:00,96.0,broken clouds,291.394769074
27097,2015-11-04,13:00:00,100.0,mist,291.54
27098,2015-11-04,14:00:00,93.0,mist,292.78
27099,2015-11-04,15:00:00,92.0,overcast clouds,292.817997797
27100,2015-11-04,16:00:00,69.0,broken clouds,296.56
27101,2015-11-04,17:00:00,68.0,light rain,296.572142343
27102,2015-11-04,18:00:00,69.0,overcast clouds,298.43
27103,2015-11-04,19:00:00,68.0,overcast clouds,298.516463843
27104,2015-11-04,20:00:00,65.0,broken clouds,299.01
27105,2015-11-04,21:00:00,66.0,broken clouds,298.734407622
27106,2015-11-04,22:00:00,69.0,overcast clouds,298.45
27107,2015-11-04,23:00:00,59.0,light rain,300.077973041
27108,2015-11-05,00:00:00,83.0,light intensity drizzle,296.87
27109,2015-11-05,01:00:00,80.0,overcast clouds,296.795016873
27110,2015-11-05,02:00:00,78.0,overcast clouds,296.71
27111,2015-11-05,03:00:00,100.0,overcast clouds,296.01
27112,2015-11-05,04:00:00,99.0,overcast clouds,296.011112698
27113,2015-11-05,05:00:00,88.0,light rain,296.42
27114,2015-11-05,06:00:00,94.0,light rain,296.58
27115,2015-11-05,07:00:00,94.0,overcast clouds,296.580072595
27116,2015-11-05,08:00:00,94.0,mist,296.71
27117,2015-11-05,09:00:00,94.0,overcast clouds,296.708974715
27118,2015-11-05,10:00:00,94.0,mist,296.53
27119,2015-11-05,11:00:00,94.0,heavy intensity rain,296.517464727
27120,2015-11-05,12:00:00,94.0,broken clouds,296.649524265
27121,2015-11-05,13:00:00,94.0,light intensity drizzle,296.77
27122,2015-11-05,14:00:00,96.0,heavy intensity rain,296.941747475
27123,2015-11-05,15:00:00,94.0,mist,297.78
27124,2015-11-05,16:00:00,86.0,broken clouds,298.677946768
27125,2015-11-05,17:00:00,78.0,broken clouds,299.7
27126,2015-11-05,18:00:00,74.0,broken clouds,301.28
27127,2015-11-05,19:00:00,72.0,broken clouds,301.410209059
27128,2015-11-05,20:00:00,62.0,broken clouds,302.29
27129,2015-11-05,21:00:00,60.0,broken clouds,302.769499653
27130,2015-11-05,22:00:00,58.0,broken clouds,303.29
27131,2015-11-05,23:00:00,71.0,heavy intensity rain,301.459413182
27132,2015-11-06,00:00:00,61.0,broken clouds,302.45
27133,2015-11-06,01:00:00,71.0,broken clouds,300.933608036
27134,2015-11-06,02:00:00,83.0,broken clouds,299.13
27135,2015-11-06,03:00:00,85.0,broken clouds,298.730924443
27136,2015-11-06,04:00:00,88.0,broken clouds,298.28
27137,2015-11-06,05:00:00,88.0,broken clouds,297.42
27138,2015-11-06,06:00:00,88.0,broken clouds,297.405235908
27139,2015-11-06,07:00:00,94.0,overcast clouds,296.4
27140,2015-11-06,08:00:00,94.0,moderate rain,296.317605539
27141,2015-11-06,09:00:00,94.0,overcast clouds,296.86
27142,2015-11-06,10:00:00,83.0,overcast clouds,294.62860108
27143,2015-11-06,11:00:00,72.0,mist,292.28
27144,2015-11-06,12:00:00,72.0,overcast clouds,292.095444715
27145,2015-11-06,13:00:00,72.0,overcast clouds,291.9
27146,2015-11-06,14:00:00,84.0,heavy intensity rain,292.080063617
27147,2015-11-06,15:00:00,55.0,light rain,292.15
27148,2015-11-06,16:00:00,46.0,broken clouds,291.861308204
27149,2015-11-06,17:00:00,37.0,mist,291.55
27150,2015-11-06,18:00:00,49.0,light rain,291.89
27151,2015-11-06,19:00:00,87.0,light rain,292.2
27152,2015-11-06,20:00:00,87.0,heavy intensity rain,292.307677419
27153,2015-11-06,21:00:00,82.0,haze,292.57
27154,2015-11-06,22:00:00,82.0,scattered clouds,291.915760408
27155,2015-11-06,23:00:00,82.0,scattered clouds,291.19
27156,2015-11-07,00:00:00,74.0,few clouds,290.965789897
27157,2015-11-07,01:00:00,67.0,light rain,290.71
27158,2015-11-07,02:00:00,79.0,scattered clouds,290.047733255
27159,2015-11-07,03:00:00,67.0,overcast clouds,290.29
27160,2015-11-07,04:00:00,67.0,overcast clouds,290.501156833
27161,2015-11-07,05:00:00,67.0,light intensity drizzle,290.73
27162,2015-11-07,06:00:00,72.0,light rain,290.86
27163,2015-11-07,07:00:00,77.0,moderate rain,290.43
27164,2015-11-07,08:00:00,77.0,light rain,290.374783784
27165,2015-11-07,09:00:00,82.0,broken clouds,289.861774939
27166,2015-11-07,10:00:00,87.0,light intensity drizzle,289.3
27167,2015-11-07,11:00:00,92.0,light rain,289.210730888
27168,2015-11-07,12:00:00,82.0,mist,289.59
27169,2015-11-07,13:00:00,84.0,overcast clouds,289.171624912
27170,2015-11-07,14:00:00,87.0,mist,288.73
27171,2015-11-07,15:00:00,84.0,overcast clouds,288.73
27172,2015-11-07,16:00:00,82.0,light rain,288.73
27173,2015-11-07,17:00:00,90.0,moderate rain,288.672595993
27174,2015-11-07,18:00:00,72.0,overcast clouds,289.73
27175,2015-11-07,19:00:00,74.0,overcast clouds,290.146276347
27176,2015-11-07,20:00:00,77.0,overcast clouds,290.58
27177,2015-11-07,21:00:00,74.0,overcast clouds,290.854971712
27178,2015-11-07,22:00:00,72.0,overcast clouds,291.15
27179,2015-11-07,23:00:00,83.0,moderate rain,289.644946234
27180,2015-11-08,00:00:00,77.0,overcast clouds,290.29
27181,2015-11-08,01:00:00,74.0,overcast clouds,290.084793094
27182,2015-11-08,02:00:00,72.0,overcast clouds,289.84
27183,2015-11-08,03:00:00,72.0,overcast clouds,289.919384126
27184,2015-11-08,04:00:00,72.0,overcast clouds,290.01
27185,2015-11-08,05:00:00,72.0,overcast clouds,289.0
27186,2015-11-08,06:00:00,72.0,overcast clouds,288.979255542
27187,2015-11-08,07:00:00,87.0,moderate rain,287.45
27188,2015-11-08,08:00:00,76.0,light intensity drizzle,286.72
27189,2015-11-08,09:00:00,76.0,scattered clouds,286.462627505
27190,2015-11-08,10:00:00,76.0,light rain,285.73
27191,2015-11-08,11:00:00,87.0,light rain,284.988282987
27192,2015-11-08,12:00:00,66.0,overcast clouds,284.66
27193,2015-11-08,13:00:00,66.0,broken clouds,285.042905566
27194,2015-11-08,14:00:00,66.0,scattered clouds,285.43
27195,2015-11-08,15:00:00,58.0,scattered clouds,287.26
27196,2015-11-08,16:00:00,58.0,light rain,287.258587232
27197,2015-11-08,17:00:00,78.0,light rain,287.183793616
27198,2015-11-08,18:00:00,52.0,scattered clouds,290.89
27199,2015-11-08,19:00:00,43.0,sky is clear,293.72
27200,2015-11-08,20:00:00,46.0,light rain,293.33791607
27201,2015-11-08,21:00:00,46.0,sky is clear,294.15
27202,2015-11-08,22:00:00,44.0,few clouds,294.274340698
27203,2015-11-08,23:00:00,43.0,scattered clouds,294.43
27204,2015-11-09,00:00:00,49.0,few clouds,292.836890696
27205,2015-11-09,01:00:00,58.0,sky is clear,290.94
27206,2015-11-09,02:00:00,60.0,sky is clear,289.572152768
27207,2015-11-09,03:00:00,77.0,sky is clear,289.31
27208,2015-11-09,04:00:00,76.0,few clouds,288.475167384
27209,2015-11-09,05:00:00,76.0,scattered clouds,287.57
27210,2015-11-09,06:00:00,62.0,scattered clouds,286.71
27211,2015-11-09,07:00:00,82.0,broken clouds,286.43
27212,2015-11-09,08:00:00,81.0,broken clouds,286.424898995
27213,2015-11-09,09:00:00,87.0,scattered clouds,285.86
27214,2015-11-09,10:00:00,87.0,scattered clouds,285.650498799
27215,2015-11-09,11:00:00,87.0,scattered clouds,285.43
27216,2015-11-09,12:00:00,89.0,broken clouds,285.11450082
27217,2015-11-09,13:00:00,93.0,broken clouds,284.73
27218,2015-11-09,14:00:00,77.0,broken clouds,286.088630273
27219,2015-11-09,15:00:00,71.0,broken clouds,286.65
27220,2015-11-09,16:00:00,63.0,broken clouds,288.565107527
27221,2015-11-09,17:00:00,55.0,broken clouds,290.63
27222,2015-11-09,18:00:00,52.0,haze,294.39
27223,2015-11-09,19:00:00,52.0,overcast clouds,294.420597368
27224,2015-11-09,20:00:00,56.0,scattered clouds,295.16
27225,2015-11-09,21:00:00,52.0,broken clouds,295.511927694
27226,2015-11-09,22:00:00,49.0,overcast clouds,295.87
27227,2015-11-09,23:00:00,52.0,scattered clouds,294.397168916
27228,2015-11-10,00:00:00,64.0,haze,294.45
27229,2015-11-10,01:00:00,64.0,broken clouds,294.117223597
27230,2015-11-10,02:00:00,64.0,overcast clouds,293.72
27231,2015-11-10,03:00:00,72.0,overcast clouds,291.59
27232,2015-11-10,04:00:00,72.0,overcast clouds,291.589777365
27233,2015-11-10,05:00:00,77.0,overcast clouds,291.53
27234,2015-11-10,06:00:00,77.0,overcast clouds,291.78
27235,2015-11-10,07:00:00,72.0,overcast clouds,291.59
27236,2015-11-10,08:00:00,76.0,broken clouds,289.689834137
27237,2015-11-10,09:00:00,77.0,overcast clouds,291.57
27238,2015-11-10,10:00:00,79.0,overcast clouds,291.574782196
27239,2015-11-10,11:00:00,82.0,overcast clouds,291.58
27240,2015-11-10,12:00:00,90.0,overcast clouds,291.714046804
27241,2015-11-10,13:00:00,100.0,light rain,291.86
27242,2015-11-10,14:00:00,95.0,light rain,291.656023926
27243,2015-11-10,15:00:00,93.0,light rain,292.3
27244,2015-11-10,16:00:00,90.0,overcast clouds,293.324274265
27245,2015-11-10,17:00:00,88.0,overcast clouds,294.58
27246,2015-11-10,18:00:00,73.0,overcast clouds,296.14
27247,2015-11-10,19:00:00,73.0,overcast clouds,296.191635846
27248,2015-11-10,20:00:00,73.0,overcast clouds,296.58
27249,2015-11-10,21:00:00,75.0,overcast clouds,296.58
27250,2015-11-10,22:00:00,78.0,overcast clouds,296.58
27251,2015-11-10,23:00:00,74.0,light rain,296.917154883
27252,2015-11-11,00:00:00,88.0,haze,296.16
27253,2015-11-11,01:00:00,85.0,overcast clouds,295.970888427
27254,2015-11-11,02:00:00,83.0,overcast clouds,295.72
27255,2015-11-11,03:00:00,80.0,overcast clouds,295.782146145
27256,2015-11-11,04:00:00,78.0,overcast clouds,295.86
27257,2015-11-11,05:00:00,84.0,light rain,295.675365446
27258,2015-11-11,06:00:00,88.0,light rain,295.85
27259,2015-11-11,07:00:00,88.0,overcast clouds,295.85
27260,2015-11-11,08:00:00,88.0,light rain,295.842195759
27261,2015-11-11,09:00:00,90.0,overcast clouds,296.063442363
27262,2015-11-11,10:00:00,94.0,light rain,296.29
27263,2015-11-11,11:00:00,95.0,light rain,295.892816705
27264,2015-11-11,12:00:00,100.0,overcast clouds,296.44
27265,2015-11-11,13:00:00,94.0,overcast clouds,296.507293139
27266,2015-11-11,14:00:00,88.0,overcast clouds,296.58
27267,2015-11-11,15:00:00,85.0,overcast clouds,297.16278481
27268,2015-11-11,16:00:00,83.0,mist,297.78
27269,2015-11-11,17:00:00,77.0,light rain,298.788884502
27270,2015-11-11,18:00:00,69.0,overcast clouds,299.58
27271,2015-11-11,19:00:00,65.0,broken clouds,300.466704401
27272,2015-11-11,20:00:00,62.0,broken clouds,301.44
27273,2015-11-11,21:00:00,56.0,broken clouds,302.04338353
27274,2015-11-11,22:00:00,51.0,scattered clouds,302.71
27275,2015-11-11,23:00:00,54.0,light rain,301.243706392
27276,2015-11-12,00:00:00,57.0,sky is clear,301.59
27277,2015-11-12,01:00:00,66.0,few clouds,299.634622693
27278,2015-11-12,02:00:00,78.0,scattered clouds,297.14
27279,2015-11-12,03:00:00,71.0,few clouds,296.19728557
27280,2015-11-12,04:00:00,63.0,sky is clear,295.05
27281,2015-11-12,05:00:00,34.0,sky is clear,293.91
27282,2015-11-12,06:00:00,33.0,sky is clear,293.900171904
27283,2015-11-12,07:00:00,19.0,few clouds,292.98
27284,2015-11-12,08:00:00,38.0,sky is clear,291.52
27285,2015-11-12,09:00:00,39.0,few clouds,291.326593296
27286,2015-11-12,10:00:00,44.0,scattered clouds,290.77
27287,2015-11-12,11:00:00,44.0,broken clouds,289.382263158
27288,2015-11-12,12:00:00,46.0,sky is clear,289.86
27289,2015-11-12,13:00:00,47.0,scattered clouds,288.949637402
27290,2015-11-12,14:00:00,50.0,overcast clouds,287.9
27291,2015-11-12,15:00:00,45.0,scattered clouds,288.6146558
27292,2015-11-12,16:00:00,41.0,sky is clear,289.45
27293,2015-11-12,17:00:00,42.0,scattered clouds,290.025524306
27294,2015-11-12,18:00:00,32.0,overcast clouds,291.73
27295,2015-11-12,19:00:00,30.0,broken clouds,292.678831332
27296,2015-11-12,20:00:00,28.0,broken clouds,293.66
27297,2015-11-12,21:00:00,33.0,broken clouds,294.095436678
27298,2015-11-12,22:00:00,40.0,overcast clouds,294.6
27299,2015-11-12,23:00:00,38.0,broken clouds,292.700768125
27300,2015-11-13,00:00:00,29.0,overcast clouds,293.31
27301,2015-11-13,01:00:00,34.0,overcast clouds,292.181364764
27302,2015-11-13,02:00:00,42.0,overcast clouds,290.57
27303,2015-11-13,03:00:00,43.0,overcast clouds,290.436745399
27304,2015-11-13,04:00:00,45.0,overcast clouds,290.28
27305,2015-11-13,05:00:00,44.0,overcast clouds,289.72
27306,2015-11-13,06:00:00,44.0,overcast clouds,289.718860897
27307,2015-11-13,07:00:00,40.0,overcast clouds,289.251335328
27308,2015-11-13,08:00:00,48.0,overcast clouds,289.43
27309,2015-11-13,09:00:00,46.0,overcast clouds,289.361171771
27310,2015-11-13,10:00:00,44.0,overcast clouds,289.28
27311,2015-11-13,11:00:00,39.0,overcast clouds,288.512760095
27312,2015-11-13,12:00:00,41.0,overcast clouds,289.0
27313,2015-11-13,13:00:00,41.0,overcast clouds,288.860600682
27314,2015-11-13,14:00:00,41.0,overcast clouds,288.71
27315,2015-11-13,15:00:00,38.0,overcast clouds,288.856526055
27316,2015-11-13,16:00:00,36.0,overcast clouds,289.01
27317,2015-11-13,17:00:00,36.0,broken clouds,290.266512484
27318,2015-11-13,18:00:00,31.0,overcast clouds,290.43
27319,2015-11-13,19:00:00,30.0,overcast clouds,290.839600213
27320,2015-11-13,20:00:00,29.0,overcast clouds,291.29
27321,2015-11-13,21:00:00,32.0,broken clouds,291.552133152
27322,2015-11-13,22:00:00,36.0,broken clouds,291.88
27323,2015-11-13,23:00:00,34.0,broken clouds,291.582441133
27324,2015-11-14,00:00:00,42.0,scattered clouds,290.87
27325,2015-11-14,01:00:00,40.0,broken clouds,290.494002851
27326,2015-11-14,02:00:00,39.0,overcast clouds,290.01
27327,2015-11-14,03:00:00,44.0,broken clouds,289.741083708
27328,2015-11-14,04:00:00,51.0,scattered clouds,289.44
27329,2015-11-14,05:00:00,48.0,overcast clouds,289.29
27330,2015-11-14,06:00:00,51.0,overcast clouds,289.0
27331,2015-11-14,07:00:00,51.0,overcast clouds,288.996792373
27332,2015-11-14,08:00:00,55.0,overcast clouds,288.56
27333,2015-11-14,09:00:00,58.0,overcast clouds,288.0
27334,2015-11-14,10:00:00,54.0,scattered clouds,287.56
27335,2015-11-14,11:00:00,53.0,scattered clouds,287.622518023
27336,2015-11-14,12:00:00,54.0,overcast clouds,287.28
27337,2015-11-14,13:00:00,55.0,broken clouds,287.15047198
27338,2015-11-14,14:00:00,58.0,broken clouds,287.01
27339,2015-11-14,15:00:00,58.0,scattered clouds,287.548893599
27340,2015-11-14,16:00:00,58.0,light intensity drizzle,288.14
27341,2015-11-14,17:00:00,49.0,broken clouds,289.579019442
27342,2015-11-14,18:00:00,72.0,light intensity drizzle,289.16
27343,2015-11-14,19:00:00,48.0,few clouds,291.13
27344,2015-11-14,20:00:00,55.0,light rain,291.01
27345,2015-11-14,21:00:00,55.0,overcast clouds,291.01
27346,2015-11-14,22:00:00,55.0,broken clouds,291.01
27347,2015-11-14,23:00:00,62.0,light rain,289.336737434
27348,2015-11-15,00:00:00,59.0,light rain,290.0
27349,2015-11-15,01:00:00,57.0,overcast clouds,289.722557905
27350,2015-11-15,02:00:00,55.0,overcast clouds,289.42
27351,2015-11-15,03:00:00,60.0,scattered clouds,288.958413284
27352,2015-11-15,04:00:00,67.0,sky is clear,288.44
27353,2015-11-15,05:00:00,74.0,sky is clear,287.973320955
27354,2015-11-15,06:00:00,71.0,scattered clouds,287.29
27355,2015-11-15,07:00:00,71.0,broken clouds,286.953795309
27356,2015-11-15,08:00:00,71.0,overcast clouds,286.57
27357,2015-11-15,09:00:00,81.0,overcast clouds,286.16
27358,2015-11-15,10:00:00,81.0,overcast clouds,286.53
27359,2015-11-15,11:00:00,77.0,overcast clouds,287.03
27360,2015-11-15,12:00:00,77.0,broken clouds,287.57
27361,2015-11-15,13:00:00,87.0,light intensity drizzle,287.28
27362,2015-11-15,14:00:00,82.0,light rain,287.57
27363,2015-11-15,15:00:00,82.0,overcast clouds,288.87
27364,2015-11-15,16:00:00,77.0,overcast clouds,289.313833302
27365,2015-11-15,17:00:00,68.0,overcast clouds,290.29
27366,2015-11-15,18:00:00,82.0,mist,290.72
27367,2015-11-15,19:00:00,64.0,overcast clouds,293.13
27368,2015-11-15,20:00:00,64.0,light rain,293.13273492
27369,2015-11-15,21:00:00,65.0,overcast clouds,294.056411246
27370,2015-11-15,22:00:00,68.0,overcast clouds,294.99
27371,2015-11-15,23:00:00,70.0,light rain,295.019326907
27372,2015-11-16,00:00:00,73.0,overcast clouds,295.31
27373,2015-11-16,01:00:00,77.0,overcast clouds,295.0891093
27374,2015-11-16,02:00:00,83.0,overcast clouds,294.86
27375,2015-11-16,03:00:00,83.0,overcast clouds,294.493959538
27376,2015-11-16,04:00:00,83.0,overcast clouds,294.01
27377,2015-11-16,05:00:00,83.0,broken clouds,293.568280632
27378,2015-11-16,06:00:00,83.0,overcast clouds,293.29
27379,2015-11-16,07:00:00,86.0,overcast clouds,293.13214527
27380,2015-11-16,08:00:00,93.0,light rain,292.79
27381,2015-11-16,09:00:00,100.0,light intensity drizzle,292.58
27382,2015-11-16,10:00:00,93.0,overcast clouds,292.4
27383,2015-11-16,11:00:00,93.0,overcast clouds,292.29
27384,2015-11-16,12:00:00,100.0,mist,292.54
27385,2015-11-16,13:00:00,99.0,light rain,292.54188444
27386,2015-11-16,14:00:00,94.0,light rain,292.94094222
27387,2015-11-16,15:00:00,94.0,light rain,293.16
27388,2015-11-16,16:00:00,91.0,overcast clouds,294.025289655
27389,2015-11-16,17:00:00,88.0,mist,295.01
27390,2015-11-16,18:00:00,90.0,broken clouds,295.684854818
27391,2015-11-16,19:00:00,94.0,light rain,296.45
27392,2015-11-16,20:00:00,87.0,light rain,296.933188249
27393,2015-11-16,21:00:00,89.0,broken clouds,296.998757703
27394,2015-11-16,22:00:00,81.0,light rain,297.551203125
27395,2015-11-16,23:00:00,83.0,light rain,297.72
27396,2015-11-17,00:00:00,83.0,broken clouds,297.553324361
27397,2015-11-17,01:00:00,88.0,overcast clouds,296.86
27398,2015-11-17,02:00:00,86.0,overcast clouds,297.070099264
27399,2015-11-17,03:00:00,83.0,broken clouds,297.0
27400,2015-11-17,04:00:00,83.0,broken clouds,297.0
27401,2015-11-17,05:00:00,83.0,overcast clouds,297.0
27402,2015-11-17,06:00:00,88.0,overcast clouds,296.2
27403,2015-11-17,07:00:00,87.0,overcast clouds,296.227959674
27404,2015-11-17,08:00:00,83.0,proximity thunderstorm,296.52
27405,2015-11-17,09:00:00,83.0,broken clouds,296.481637031
27406,2015-11-17,10:00:00,83.0,light rain,296.44
27407,2015-11-17,11:00:00,80.0,light rain,296.682462317
27408,2015-11-17,12:00:00,83.0,light rain,296.41
27409,2015-11-17,13:00:00,77.0,overcast clouds,291.15527053
27410,2015-11-17,14:00:00,71.0,light rain,285.28
27411,2015-11-17,15:00:00,54.0,overcast clouds,287.15
27412,2015-11-17,16:00:00,38.0,overcast clouds,288.71
27413,2015-11-17,17:00:00,50.0,moderate rain,288.939245342
27414,2015-11-17,18:00:00,36.0,overcast clouds,289.86
27415,2015-11-17,19:00:00,50.0,overcast clouds,290.585276098
27416,2015-11-17,20:00:00,66.0,overcast clouds,291.41
27417,2015-11-17,21:00:00,66.0,overcast clouds,292.243944087
27418,2015-11-17,22:00:00,66.0,overcast clouds,293.34
27419,2015-11-17,23:00:00,60.0,moderate rain,290.605394231
27420,2015-11-18,00:00:00,25.0,sky is clear,292.96
27421,2015-11-18,01:00:00,36.0,sky is clear,290.445386867
27422,2015-11-18,02:00:00,53.0,sky is clear,287.05
27423,2015-11-18,03:00:00,53.0,sky is clear,285.497090475
27424,2015-11-18,04:00:00,55.0,sky is clear,283.46
27425,2015-11-18,05:00:00,59.0,sky is clear,281.693655081
27426,2015-11-18,06:00:00,66.0,sky is clear,282.26
27427,2015-11-18,07:00:00,64.0,sky is clear,281.45032463
27428,2015-11-18,08:00:00,62.0,sky is clear,280.53
27429,2015-11-18,09:00:00,67.0,sky is clear,280.35278019
27430,2015-11-18,10:00:00,75.0,sky is clear,280.14
27431,2015-11-18,11:00:00,72.0,sky is clear,279.202572503
27432,2015-11-18,12:00:00,63.0,sky is clear,279.89
27433,2015-11-18,13:00:00,63.0,sky is clear,280.283961963
27434,2015-11-18,14:00:00,65.0,sky is clear,280.9
27435,2015-11-18,15:00:00,62.0,sky is clear,282.69261576
27436,2015-11-18,16:00:00,58.0,sky is clear,285.85
27437,2015-11-18,17:00:00,67.0,sky is clear,288.143800407
27438,2015-11-18,18:00:00,31.0,haze,291.59
27439,2015-11-18,19:00:00,44.0,sky is clear,293.219478926
27440,2015-11-18,20:00:00,62.0,sky is clear,295.4
27441,2015-11-18,21:00:00,45.0,sky is clear,296.005448019
27442,2015-11-18,22:00:00,22.0,haze,296.86
27443,2015-11-18,23:00:00,34.0,sky is clear,293.037024062
27444,2015-11-19,00:00:00,32.0,sky is clear,295.17
27445,2015-11-19,01:00:00,42.0,sky is clear,292.065505585
27446,2015-11-19,02:00:00,61.0,sky is clear,286.93
27447,2015-11-19,03:00:00,66.0,sky is clear,285.758110236
27448,2015-11-19,04:00:00,75.0,sky is clear,284.06
27449,2015-11-19,05:00:00,68.0,sky is clear,282.549021845
27450,2015-11-19,06:00:00,61.0,sky is clear,283.53
27451,2015-11-19,07:00:00,75.0,sky is clear,281.66
27452,2015-11-19,08:00:00,74.0,sky is clear,281.618121751
27453,2015-11-19,09:00:00,72.0,sky is clear,281.305145631
27454,2015-11-19,10:00:00,70.0,sky is clear,280.91
27455,2015-11-19,11:00:00,73.0,sky is clear,279.680323923
27456,2015-11-19,12:00:00,81.0,sky is clear,280.41
27457,2015-11-19,13:00:00,83.0,sky is clear,280.579575708
27458,2015-11-19,14:00:00,86.0,sky is clear,280.79
27459,2015-11-19,15:00:00,72.0,sky is clear,284.397572383
27460,2015-11-19,16:00:00,55.0,sky is clear,289.11
27461,2015-11-19,17:00:00,51.0,sky is clear,292.480092854
27462,2015-11-19,18:00:00,46.0,sky is clear,296.02
27463,2015-11-19,19:00:00,43.0,sky is clear,296.960079698
27464,2015-11-19,20:00:00,40.0,sky is clear,298.03
