iter	Logloss
158	0.5494180519
159	0.5493398343
160	0.5492031521
161	0.5490485917
162	0.5489456929
163	0.5488576731
164	0.5487489401
165	0.5486862837
166	0.5486122444
167	0.5485375911
168	0.5484921251
169	0.5483580784
170	0.5482848679
171	0.5482087676
172	0.5481196512
173	0.5480423121
174	0.547937033
175	0.5478344028
176	0.5476359666
177	0.5475461089
178	0.5474556812
179	0.5473885102
180	0.5473173459
181	0.5472267473
182	0.54716081
183	0.5470712109
184	0.5469963665
185	0.5469162718
186	0.5468731564
187	0.5467819857
188	0.5466920339
189	0.5465911478
190	0.5464808727
191	0.5463795598
192	0.5462695404
193	0.5461897667
194	0.5461109184
195	0.5460488059
196	0.5459238265
197	0.5458240546
198	0.5457802463
199	0.5456370226
200	0.5455822505
201	0.5455315555
202	0.5454732399
203	0.5451746566
204	0.5450717481
205	0.5450074669
206	0.5449316825
207	0.5448529311
208	0.5447955164
209	0.5447092008
210	0.5446873299
211	0.5446271624
212	0.5445380948
213	0.5442575228
214	0.5442071554
215	0.544077421
216	0.5440012423
217	0.5439440136
218	0.5436118835
219	0.5435064688
220	0.5434567695
221	0.5433325984
222	0.5432575915
223	0.5431566456
224	0.5430310697
225	0.5429443451
226	0.5428781009
227	0.5427868197
228	0.5427075033
229	0.5425989116
230	0.5425518257
231	0.5424461643
232	0.5423439438
233	0.5422464968
234	0.5421898555
235	0.5420797484
236	0.541964077
237	0.5418888304
238	0.5418144968
239	0.5417347048
240	0.5416123677
241	0.5414890468
242	0.5414464249
243	0.5413921509
244	0.5413223974
245	0.5412078433
246	0.5411356991
247	0.5410453274
248	0.5409128673
249	0.5408332618
250	0.540739233
251	0.5406823572
252	0.5406478416
253	0.5405069989
254	0.5404303564
255	0.5403120237
256	0.5401938936
257	0.5399647336
258	0.5398987642
259	0.5397927748
260	0.5396757578
261	0.539553855
262	0.5394713393
263	0.5393579117
264	0.5392738172
265	0.5391599971
266	0.539081176
267	0.5389833787
268	0.5388971236
269	0.5388363155
270	0.5386988275
271	0.5385689411
272	0.5384519931
273	0.5383661242
274	0.5382786758
275	0.5381446722
276	0.5380468525
277	0.5379339631
278	0.5378449663
279	0.5377677852
280	0.5376721101
281	0.5375672095
282	0.537497917
283	0.5373755121
284	0.5373221646
285	0.537252789
286	0.5371757224
287	0.5370396126
288	0.5369018908
289	0.5367778493
290	0.536663753
291	0.5365533942
292	0.5364549357
293	0.5363697336
294	0.536290531
295	0.5361810571
296	0.5360431172
297	0.5359306626
298	0.53582624
299	0.5357121831
300	0.5356077315
301	0.5355431154
302	0.5354509194
303	0.5353373771
304	0.5352298543
305	0.5351098302
306	0.5350288431
307	0.534949354
308	0.5348849266
309	0.5347882319
310	0.5347090066
311	0.534612067
312	0.5345369205
313	0.5344845437
314	0.534335896
315	0.5342724006
316	0.5341395781
317	0.5340203306
318	0.5338983339
319	0.533810493
320	0.5337659517
321	0.5336380461
322	0.5335648174
323	0.5334372494
324	0.5333287901
325	0.5332410974
326	0.533156705
327	0.533061662
328	0.532965263
329	0.5328834525
330	0.5327687223
331	0.5326925708
332	0.5326109549
333	0.5325098491
334	0.5324542952
335	0.5323616195
336	0.5322226222
337	0.5321067795
338	0.5319773788
339	0.5319050646
340	0.5318591341
341	0.5316500336
342	0.5315417476
343	0.531454031
344	0.5313887358
345	0.5312920168
346	0.5312328996
347	0.5311446157
348	0.5310642816
349	0.5309707713
350	0.5309062215
351	0.5308399813
352	0.5307623953
353	0.5306516061
354	0.5305952831
355	0.5305206571
356	0.530435992
357	0.5303359202
358	0.5302641882
359	0.5301697293
360	0.5300963477
361	0.5300199773
362	0.5298536191
363	0.5298127491
364	0.5297468184
365	0.5296478341
366	0.5295922692
367	0.5294528542
368	0.5293686375
369	0.5292685919
370	0.5291560203
371	0.5290609894
372	0.5290048672
373	0.5289099921
374	0.5288589046
375	0.528826297
376	0.5287145697
377	0.5286153968
378	0.5285183213
379	0.5284222132
380	0.5283429355
381	0.5282698693
382	0.5281611374
383	0.5279897712
384	0.5279181019
385	0.5277658689
386	0.5276770099
387	0.5275839063
388	0.527510129
389	0.5274048149
390	0.5272860124
391	0.5271788092
392	0.5271133017
393	0.527060361
394	0.5270038617
395	0.526969965
396	0.526882814
397	0.5268230829
398	0.5267340849
399	0.5266727323
400	0.5266120762
401	0.5265149646
402	0.5264131098
403	0.5262972017
404	0.5262049791
405	0.5261094042
406	0.5260354096
407	0.5259437069
408	0.5258922469
409	0.5258454427
410	0.5257646077
411	0.5257141157
412	0.5256359834
413	0.5255935065
414	0.5254835858
415	0.5254104583
416	0.5253267603
417	0.5252273812
418	0.5250797956
419	0.5249845443
420	0.5249159453
421	0.5248416939
422	0.5247521436
423	0.5246004983
424	0.5245205584
425	0.5243332399
426	0.5241956946
427	0.5241287313
428	0.5240466469
429	0.5239518048
430	0.5239009274
431	0.5238374054
432	0.5237648918
433	0.523650346
434	0.5236218896
435	0.5235301113
436	0.523442241
437	0.5233382631
438	0.5232897009
439	0.5232181919
440	0.5231467875
441	0.5230804255
442	0.522993703
443	0.5228986968
444	0.5228518056
445	0.5227920365
446	0.5226785058
447	0.5225667993
448	0.5224789296
449	0.522338548
450	0.5222323014
451	0.5221856518
452	0.522113609
453	0.521987574
454	0.5218987741
455	0.5218698073
456	0.5217773147
457	0.5217124507
458	0.5216402622
459	0.5215921981
460	0.5215151516
461	0.521434013
462	0.5213326884
463	0.5212728921
464	0.5211916654
465	0.5211283655
466	0.521034582
467	0.5209766761
468	0.5209085292
469	0.5208388997
470	0.5207778095
471	0.5207016872
472	0.5206286343
473	0.5205790844
474	0.520468575
475	0.5203948501
476	0.5203196156
477	0.5202711053
478	0.5202209433
479	0.5201302639
480	0.5200271526
481	0.5199597765
482	0.5198752748
483	0.5198217108
484	0.5197430308
485	0.5196622282
486	0.5195987015
487	0.5195128335
488	0.5194388356
489	0.51935629
490	0.5192763198
491	0.5192040378
492	0.5191389114
493	0.5190667685
494	0.5189750929
495	0.5189335254
496	0.5188898346
497	0.5187894047
498	0.5186881616
499	0.518637443
500	0.5185416242
501	0.5184712185
502	0.5184126651
503	0.5183691635
504	0.5183183135
505	0.5183043776
506	0.5182510143
507	0.5181714552
508	0.5181164702
509	0.5180652498
510	0.5179365266
511	0.5178810093
512	0.5177841012
513	0.5177123115
514	0.5176212163
515	0.5175247714
516	0.5174177785
517	0.5173625311
518	0.5172692119
519	0.5171700025
520	0.5171305109
521	0.5169772385
522	0.5168536117
523	0.5168186085
524	0.5167552743
525	0.5166947461
526	0.5166362136
527	0.5165431676
528	0.5164574086
529	0.5163696621
530	0.5163202403
531	0.5162889657
532	0.5162359357
533	0.5161635471
534	0.5160387537
535	0.5159423751
536	0.5158339144
537	0.5157972674
538	0.5157469976
539	0.5156673062
540	0.5156250053
541	0.5155539222
542	0.5154985159
543	0.5154076399
544	0.5153809994
545	0.5153226052
546	0.5152996053
547	0.5152245207
548	0.5151404019
549	0.5150693615
550	0.5150370168
551	0.5149721662
552	0.5149055258
553	0.5148274214
554	0.5147549331
555	0.514713101
556	0.5145923473
557	0.5145135371
558	0.5144404954
559	0.514348705
560	0.5142521157
561	0.5141953513
562	0.5141113281
563	0.5140042368
564	0.5139378581
565	0.5139263192
566	0.5138459239
567	0.5137962496
568	0.5137686457
569	0.5136814104
570	0.513620062
571	0.5135311125
572	0.5134388583
573	0.5133385715
574	0.5132271241
575	0.5131905214
576	0.5131192141
577	0.5130098718
578	0.5129264732
579	0.5128766897
580	0.5128176972
581	0.5127470717
582	0.5126513046
583	0.5125700416
584	0.5125255243
585	0.5124701532
586	0.5124050044
587	0.5123467586
588	0.512300811
589	0.5121978416
590	0.5120948169
591	0.5119776116
592	0.5118803737
593	0.5118266676
594	0.5117575023
595	0.5116893008
596	0.5116185225
597	0.5115672522
598	0.511463592
599	0.5113455259
600	0.5113011035
601	0.5112468985
602	0.5112126423
603	0.5111052638
604	0.511027804
605	0.5110005191
606	0.5109180391
607	0.5108578894
608	0.5107992091
609	0.5107474256
610	0.5106495584
611	0.5105622608
612	0.5104507281
613	0.5104455311
614	0.5103825444
615	0.5103224644
616	0.5102340167
617	0.5101706372
618	0.5101273647
619	0.5100831958
620	0.5100443297
621	0.5099781188
622	0.5099348029
623	0.5099076863
624	0.509874595
625	0.509812343
626	0.509744347
627	0.5096659279
628	0.5095652043
629	0.5094899644
630	0.5094214934
631	0.5093610536
632	0.5092768159
633	0.5092443452
634	0.5092385609
635	0.5091812337
636	0.5090821142
637	0.5090113256
638	0.5089674886
639	0.5089135102
640	0.5088239046
641	0.5087347592
642	0.5086782134
643	0.5086333726
644	0.508575423
645	0.5085618791
646	0.5084421162
647	0.508334324
648	0.5082693378
649	0.5082260685
650	0.5081307674
651	0.5080707354
652	0.5079800474
653	0.507895546
654	0.5078227952
655	0.5077313866
656	0.5076729488
657	0.5076205565
658	0.5075815472
659	0.5075167942
660	0.5074714618
661	0.5074019231
662	0.5073859818
663	0.5073505207
664	0.5072916154
665	0.5072552085
666	0.5072103517
667	0.5071115077
668	0.5070119283
669	0.5069025802
670	0.5068222632
671	0.5067936644
672	0.5067177417
673	0.5066552689
674	0.506590788
675	0.5064916215
676	0.5063967775
677	0.5063176536
678	0.5062173035
679	0.5062075429
680	0.5061942211
681	0.5061527341
682	0.5060769656
683	0.5059273379
684	0.5058593498
685	0.5058150994
686	0.5057670599
687	0.5057447217
688	0.5056749042
689	0.5056308575
690	0.5055841159
691	0.5055098811
692	0.5054919947
693	0.5054586524
694	0.5054062013
695	0.5053195748
696	0.5052761077
697	0.5052075158
698	0.5051172876
699	0.5050927295
700	0.5050107167
701	0.5050072079
702	0.5049496327
703	0.5049186797
704	0.5048317876
705	0.504751412
706	0.5047127654
707	0.5046700094
708	0.5046184637
709	0.5045901287
710	0.5045219518
711	0.50442942
712	0.504414519
713	0.5043554737
714	0.5043015852
715	0.5042153934
716	0.5041465637
717	0.5040961373
718	0.5039764237
719	0.5039053602
720	0.5038027144
721	0.5037492333
722	0.5036728824
723	0.5036014013
724	0.5035518381
725	0.5035353505
726	0.5034824278
727	0.5034024739
728	0.5033341637
729	0.5032943529
730	0.5032203297
731	0.5031661654
732	0.5030707088
733	0.5030149702
734	0.5029114078
735	0.5028793093
736	0.502818736
737	0.5026959366
738	0.5026528369
739	0.5025992128
740	0.5025552581
741	0.5024976183
742	0.502486003
743	0.5024462121
744	0.5023837001
745	0.5023098568
746	0.5022743047
747	0.5021806255
748	0.5021017974
749	0.5020166791
750	0.5019976737
751	0.5019273782
752	0.5019083743
753	0.5018338715
754	0.501734836
755	0.5016439573
756	0.5016026029
757	0.5015184238
758	0.5014575254
759	0.5013778266
760	0.5013036676
761	0.5012388712
762	0.5011798216
763	0.5010776711
764	0.5010255496
765	0.5010141464
766	0.5009853075
767	0.5009101746
768	0.5008735983
769	0.500793787
770	0.5007573443
771	0.5007257503
772	0.5006565445
773	0.5005825324
774	0.5005772738
775	0.5005038939
776	0.50042003
777	0.5002709078
778	0.5002029154
779	0.5001571416
780	0.5001439158
781	0.5000960474
782	0.5000277931
783	0.499991093
784	0.4999195615
785	0.4998603353
786	0.4997775968
787	0.499696551
788	0.4996259437
789	0.4995793698
790	0.4995186889
791	0.4994537804
792	0.4993789046
793	0.4992815714
794	0.4992149144
795	0.4991438847
796	0.4990979826
797	0.4990211641
798	0.4989627222
799	0.4988921914
800	0.4988450413
801	0.498774598
802	0.4987166465
803	0.4986590895
804	0.4986060415
805	0.4985858331
806	0.4985379991
807	0.4985034319
808	0.4984390653
809	0.4983658988
810	0.4983210753
811	0.4982788633
812	0.4982009799
813	0.4981548448
814	0.4981144618
815	0.4980659353
816	0.498005856
817	0.4979595165
818	0.4979094649
819	0.4978919393
820	0.4978544293
821	0.4977791699
822	0.4977259806
823	0.4976459149
824	0.4975922258
825	0.4975278595
826	0.4974707901
827	0.497408457
828	0.4973536951
829	0.497282367
830	0.497235155
831	0.4971866477
832	0.4971542513
833	0.497087369
834	0.49702491
835	0.4969785158
836	0.4969521696
837	0.496882944
838	0.4968291595
839	0.4967681527
840	0.4967020044
841	0.496652607
842	0.4965804096
843	0.4964961603
844	0.4964229249
845	0.4963693096
846	0.4963178309
847	0.4962629157
848	0.4962271347
849	0.496179837
850	0.4960897659
851	0.4960532977
852	0.4959939372
853	0.495935894
854	0.4958990549
855	0.495850065
856	0.4957587262
857	0.4957182462
858	0.4957018446
859	0.4956656028
860	0.4955807306
861	0.4954868842
862	0.4954119827
863	0.4953273094
864	0.4952995261
865	0.4952444262
866	0.4951501075
867	0.4950970789
868	0.4950736366
869	0.4950220518
870	0.4949678984
871	0.4948702812
872	0.4948024963
873	0.4947112459
874	0.4946206302
875	0.4945931242
876	0.4945516342
877	0.4944916886
878	0.4944265468
879	0.4944234803
880	0.4943849559
881	0.4943618776
882	0.494334587
883	0.4943086802
884	0.4942391821
885	0.4941050057
886	0.4940041151
887	0.4939221399
888	0.4938376629
889	0.4937197094
890	0.493680756
891	0.4936155759
892	0.4935422927
893	0.4934721176
894	0.4934504282
895	0.4933940537
896	0.4933479676
897	0.4932845109
898	0.4932192206
899	0.4931649155
900	0.4931049247
901	0.4930557588
902	0.4930317425
903	0.492989736
904	0.4929721421
905	0.4929429867
906	0.4928547118
907	0.4928225496
908	0.492783511
909	0.4927459134
910	0.492685095
911	0.4926312431
912	0.4925764
913	0.4925448276
914	0.4925051528
915	0.492422359
916	0.4923482525
917	0.492321567
918	0.4921878037
919	0.492139438
920	0.4920656921
921	0.4919810663
922	0.49193416
923	0.4919162467
924	0.4918631036
925	0.4917770619
926	0.4917416881
927	0.4916880037
928	0.4916499771
929	0.4916014902
930	0.4915863129
931	0.4915560717
932	0.4915168756
933	0.491492308
934	0.4914353225
935	0.491424059
936	0.491346534
937	0.4912664253
938	0.491223923
939	0.491127232
940	0.4910693018
941	0.4910305384
942	0.490972751
943	0.4909327517
944	0.4909089595
945	0.490880162
946	0.4908431066
947	0.490798562
948	0.4907231397
949	0.4906599782
950	0.4905952574
951	0.4905570082
952	0.4904939088
953	0.4904588679
954	0.4903919112
955	0.4903259816
956	0.4902597635
957	0.4902472948
958	0.4902035156
959	0.4901940061
960	0.4901535761
961	0.4900769201
962	0.4900190677
963	0.4899704992
964	0.4899262362
965	0.4899213959
966	0.4898765821
967	0.4898720737
968	0.4898158793
969	0.4897723144
970	0.4897187885
971	0.4896490432
972	0.4896029551
973	0.4895546095
974	0.4895046188
975	0.4894422016
976	0.4894182865
977	0.4893766826
978	0.4893629091
979	0.4892898874
980	0.4892387679
981	0.4891947694
982	0.4891504917
983	0.4890852283
984	0.4890484894
985	0.4889802659
986	0.4889140984
987	0.4888426449
988	0.4887525653
989	0.4887097416
990	0.488679406
991	0.4885620995
992	0.488502722
993	0.488428633
994	0.4883812572
995	0.4883359463
996	0.4882870009
997	0.488246643
998	0.4881956926
999	0.488142276
